0.62945,-0.44615,0.78181,0.13765,-0.48026,0.5605,-0.026417,0.80976,0.35827,0.61098,-0.65322,0.33268,0.64875,0.062668,0.20434,0.29524
0.81158,-0.90766,0.91858,-0.061219,0.60014,-0.22052,-0.12828,0.9595,-0.20897,0.15344,-0.21812,0.078253,0.96533,-0.34971,-0.22646,0.35803
-0.74603,-0.80574,0.094431,-0.9762,-0.13717,-0.51662,-0.10643,-0.12226,-0.26513,-0.63416,0.66276,0.39621,0.4605,-0.78874,0.83198,0.27157
0.82675,0.64692,-0.72275,-0.32575,0.8213,-0.19218,-0.3873,-0.77776,0.97596,-0.52014,0.60673,0.33306,-0.31225,0.22192,-0.9977,0.89035
0.26472,0.38966,-0.70141,-0.67564,-0.63631,-0.80709,0.017017,-0.48387,-0.92452,0.77302,-0.87906,-0.64374,0.16814,0.5576,-0.075102,-0.58213
-0.80492,-0.3658,-0.48498,0.58857,-0.47239,-0.73605,0.021543,-0.18256,0.77034,-0.94265,-0.20148,-0.74397,-0.78446,-0.15309,-0.1513,0.41856
-0.443,0.90044,0.68143,-0.37757,-0.70892,0.8841,0.63526,0.18979,0.82657,-0.020197,0.053752,0.99816,0.81262,-0.81835,-0.078167,-0.52754
0.093763,-0.93111,-0.49144,0.057066,-0.72786,0.91227,0.58966,-0.47558,0.59237,-0.66415,-0.1664,-0.65776,0.75931,-0.46706,0.54032,-0.76121
0.91501,-0.12251,0.62857,-0.6687,0.73858,0.15042,0.28864,0.20569,-0.80258,0.95736,0.31372,-0.9348,0.63552,-0.69269,-0.35506,0.21461
0.92978,-0.23688,-0.51295,0.20396,0.15941,-0.88044,-0.24278,0.42243,-0.47626,0.42539,0.25595,0.1224,-0.47854,-0.43799,0.56948,-0.099725
-0.68477,0.53103,0.85853,-0.47406,0.09972,-0.53044,0.62316,-0.55651,-0.32929,0.00094325,-0.41603,0.76373,0.18871,-0.11983,-0.057286,-0.082549
0.94119,0.5904,-0.30003,0.30816,-0.71009,-0.29368,0.065651,-0.76516,0.35946,-0.057823,-0.1367,0.33835,-0.95497,0.054285,-0.92847,0.32389
0.91433,-0.62625,-0.60681,0.37843,0.70606,0.64239,-0.29855,-0.40665,-0.72689,-0.88076,-0.96903,-0.61913,-0.14948,-0.085151,-0.64825,0.54057
-0.029249,-0.020471,-0.49783,0.4963,0.24411,-0.96919,0.878,-0.36244,0.44245,0.36394,0.96813,-0.26217,-0.37456,0.75074,0.44352,-0.29956
0.60056,-0.10883,0.23209,-0.098917,-0.2981,-0.91395,0.75189,-0.15167,-0.78648,-0.91514,-0.66566,-0.078548,-0.67703,0.036104,-0.053028,0.32402
-0.71623,0.29263,-0.053422,-0.83236,0.026499,-0.66202,0.10031,0.015717,0.30751,-0.85711,-0.78757,0.96328,-0.64247,0.88725,-0.69456,-0.16768
-0.15648,0.41873,-0.29668,-0.54205,-0.19638,0.29823,0.24495,-0.82897,-0.011652,0.0433,-0.25518,-0.68719,-0.15423,0.27542,-0.31775,0.68386
0.83147,0.50937,0.66166,0.82667,-0.84807,0.46344,0.17409,-0.47504,0.5581,-0.80654,-0.60376,0.71105,-0.81154,0.91539,0.21478,0.66583
0.58441,-0.44795,0.17053,-0.69524,-0.52017,0.29549,-0.58452,0.60203,0.43007,0.6363,-0.020625,0.28953,0.19705,-0.51859,-0.61651,-0.48712
0.91898,0.35941,0.099447,0.65163,-0.75336,-0.098153,-0.39751,-0.94156,0.80744,0.63509,-0.32101,-0.24746,-0.058151,0.35224,0.47685,0.22692
0.31148,0.3102,0.83439,0.076685,-0.63218,0.094018,-0.058153,0.85771,0.78185,0.44488,0.90326,-0.61815,0.3919,-0.42187,-0.5143,0.1645
-0.92858,-0.67478,-0.42832,0.99227,-0.52009,-0.40736,-0.53902,0.46066,-0.33167,-0.70027,0.84066,-0.14349,0.39978,0.34362,0.83485,0.081479
0.69826,-0.762,0.5144,-0.84365,-0.16547,0.48939,0.68862,-0.022782,0.39749,0.31921,-0.89465,-0.035956,0.27706,0.39028,-0.46188,0.73988
0.86799,-0.0032719,0.50746,-0.11464,-0.90069,-0.62209,-0.61047,0.15705,-0.60438,0.03719,0.47572,-0.75878,-0.93279,-0.86401,0.531,-0.47044
0.35747,0.91949,-0.23911,-0.78669,0.80543,0.37355,-0.54816,-0.52543,-0.93892,0.94595,-0.46176,0.17901,-0.86239,-0.49042,-0.62268,-0.36385
0.51548,-0.31923,0.13564,0.9238,0.88957,-0.63298,-0.65858,-0.082302,0.48815,0.29798,-0.15433,-0.54762,-0.3608,-0.55192,-0.425,-0.76157
0.48626,0.17054,-0.84829,-0.99073,-0.018272,-0.26303,-0.54467,0.92618,4.4871e-05,0.60066,0.095742,-0.23076,0.061729,0.33567,-0.81777,0.87966
-0.21555,-0.55238,-0.8921,0.54982,-0.021495,0.25124,-0.1286,0.093611,-0.040156,-0.092405,0.88547,0.16597,0.30889,0.68878,0.15242,0.2911
0.31096,0.50253,0.061595,0.63461,-0.32456,0.56045,-0.3778,0.042272,0.80944,-0.13522,-0.16451,-0.49639,-0.18476,-0.31108,0.36673,-0.041074
-0.65763,-0.48981,0.55833,0.73739,0.80011,-0.83775,0.84676,-0.53681,0.21973,0.65063,0.9661,-0.41912,0.63996,0.56104,0.093186,0.27863
0.41209,0.011914,0.86802,-0.83113,-0.26151,0.85877,-0.13959,-0.022205,0.23533,-0.83306,-0.39709,0.23418,0.43672,0.35066,-0.14854,0.089432
-0.93633,0.39815,-0.74019,-0.20043,-0.77759,0.55143,-0.63037,0.24812,0.71888,-0.73366,0.4022,-0.46944,0.9373,-0.98657,0.28889,0.29462
